src,trg,Temperature,DynViscosity,Density,ElecConductivity
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,353,0.01096,1180.6,2.102
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,338,0.01635,1191.5,1.458
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.02723,1405.8,0.704
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.0585,1423.9,0.349
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.0474,1419.4,0.427
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,308,0.03891,1414.9,0.511
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.02316,1401.3,0.815
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,308,0.01486,1003.8,2.5
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.01989,1396.8,0.943
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333,0.01724,1392.4,1.075
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338,0.01506,1388.0,1.216
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343,0.01326,1383.5,1.382
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,348,0.01176,1379.1,1.547
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353,0.01049,1374.7,1.717
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,323,0.01011,995.1,3.5
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,298,0.01997,1009.8,1.92
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,328,0.0223,1198.8,1.089
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,333,0.019,1195.2,1.262
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,318,0.03191,1206.2,0.791
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,313,0.03892,1209.9,0.665
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353,0.0207,1329.7,0.37
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,298,0.0767,1221.1,0.357
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,303,0.0603,1217.3,0.447
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,308,0.0481,1213.6,0.553
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,303,0.01715,1006.8,2.2
C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(C(=O)[O-])(F)F,323,0.02649,1202.5,0.936
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,353,0.01653,1217.8,1.512
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.0721,1357.6,0.101
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.26,1374.7,0.0284
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,308,0.179,1370.6,0.0432
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,313,0.01297,1000.9,2.82
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.0959,1361.5,0.075
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.341,1377.6,0.0238
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,328,0.03794,1235.8,0.723
NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,NCC[NH2+]CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.131,1365.7,0.056
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,348,0.01914,1221.3,1.331
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,298,0.1573,1257.5,0.203
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,353,0.00553,978.1,5.88
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,328,0.00902,992.2,3.88
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,333,0.00809,989.4,4.26
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,338,0.0073,986.5,4.66
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,343,0.00662,983.7,5.0
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,348,0.00604,980.9,5.47
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,318,0.0573,1243.0,0.504
C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,C(C)[N+](CC=C)(C)C.[N-](C#N)C#N,318,0.01141,998.0,3.16
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,308,0.0917,1250.2,0.327
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,313,0.0719,1246.5,0.42
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,323,0.0463,1239.3,0.6
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,333,0.03145,1232.1,0.854
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,338,0.02639,1228.5,1.005
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,303,0.119,1253.8,0.262
C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,C(C)[N+](CC=C)(C)C.FC(S(=O)(=O)[O-])(F)F,343,0.02236,1225.0,1.161
C[N+]1(CCCC1)CCCCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[N+]1(CCCC1)CCCCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.1382,1291.0,0.081
C[NH+]1CCCCC1.[B-](F)(F)(F)F,C[NH+]1CCCCC1.[B-](F)(F)(F)F,318,0.0734,1286.0,0.00122
C[NH+]1CCCCC1.[B-](F)(F)(F)F,C[NH+]1CCCCC1.[B-](F)(F)(F)F,333,0.0422,1276.0,0.001917
C[NH+]1CCCCC1.[B-](F)(F)(F)F,C[NH+]1CCCCC1.[B-](F)(F)(F)F,338,0.0352,1273.0,0.002221
C[NH+]1CCCCC1.[B-](F)(F)(F)F,C[NH+]1CCCCC1.[B-](F)(F)(F)F,344,0.0301,1269.0,0.00259
C[NH+]1CCCCC1.[B-](F)(F)(F)F,C[NH+]1CCCCC1.[B-](F)(F)(F)F,353,0.0235,1263.0,0.003281
C(C)[NH+]1CCOCC1.F[B-](F)(F)F,C(C)[NH+]1CCOCC1.F[B-](F)(F)F,313,0.1383,1244.0,0.000507
C(C)[NH+]1CCOCC1.F[B-](F)(F)F,C(C)[NH+]1CCOCC1.F[B-](F)(F)F,318,0.1157,1241.0,0.000643
C(C)[NH+]1CCOCC1.F[B-](F)(F)F,C(C)[NH+]1CCOCC1.F[B-](F)(F)F,328,0.075,1234.0,0.00095
C(C)[NH+]1CCOCC1.F[B-](F)(F)F,C(C)[NH+]1CCOCC1.F[B-](F)(F)F,353,0.0305,1218.0,0.00202
F[B-](F)(F)F.CN1C(CCC1)=O,F[B-](F)(F)F.CN1C(CCC1)=O,313,0.0812,1319.0,0.00032
F[B-](F)(F)F.CN1C(CCC1)=O,F[B-](F)(F)F.CN1C(CCC1)=O,333,0.0323,1304.0,0.000732
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],303,0.02858,1080.98,0.84
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],313,0.02063,1074.81,1.043
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],318,0.01789,1071.76,1.154
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],323,0.01561,1068.7,1.302
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],328,0.01384,1065.66,1.441
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],333,0.0124,1062.63,1.607
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],338,0.01108,1059.6,1.758
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],343,0.009956,1056.59,1.941
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,323,0.03084,1048.95,0.779
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,298,0.0939,1063.08,0.394
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,303,0.07267,1060.33,0.468
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,308,0.05711,1057.52,0.531
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,313,0.04621,1054.55,0.602
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,318,0.03768,1051.78,0.691
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],308,0.02407,1077.89,0.933
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],298,0.03443,1084.09,0.743
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,328,0.02561,1046.05,0.846
CCCN1C=C[N+](=C1)C.C(#N)[S-],CCCN1C=C[N+](=C1)C.C(#N)[S-],293,0.04204,1087.19,0.669
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,293,0.1249,1066.06,0.342
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,333,0.02127,1043.2,0.954
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,338,0.01844,1040.35,1.053
C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,C(CCCC)N1C=[N+](C=C1)C.[S-]C#N,343,0.01538,1037.53,1.151
CCCC[N+]1=CC=CC=C1.C(=O)(C(F)(F)F)[O-],CCCC[N+]1=CC=CC=C1.C(=O)(C(F)(F)F)[O-],298,0.0886,1355.7,0.26
CCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,298,0.074,1235.7,0.59
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],318,0.1677,974.6,0.17
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],293,0.932,990.0,0.04
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],298,0.627,986.9,0.06
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],303,0.435,983.9,0.08
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],308,0.31,980.8,0.1
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],313,0.226,977.7,0.14
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],323,0.1281,971.5,0.22
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],328,0.099,968.4,0.27
C(CC)[NH3+].C(C)(=O)[O-],C(CC)[NH3+].C(C)(=O)[O-],333,0.078,965.3,0.33
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],313,0.044,985.4,0.59
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],293,0.0968,996.2,0.31
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],298,0.0786,993.5,0.36
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],303,0.0636,990.8,0.44
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],308,0.0527,988.1,0.51
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],318,0.0372,982.8,0.68
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],323,0.0314,980.1,0.78
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],328,0.02692,977.5,0.87
C(CC)[NH3+].C(=O)[O-],C(CC)[NH3+].C(=O)[O-],333,0.02332,974.8,1.0
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],303,0.091,1341.4,0.45
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],293,0.1135,1348.2,0.287
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],313,0.0597,1334.7,0.683
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],323,0.0413,1328.0,0.986
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],333,0.0302,1321.4,1.357
C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],C[N+]1=CC=CC=C1.COS(=O)(=O)[O-],343,0.0228,1314.8,1.75
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],293,0.0328,1065.2,0.000401
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],318,0.0089,1044.0,0.000672
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],303,0.0181,1056.7,0.000469
C(CCC)N1C=[N+](C=C1)CC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C(CCC)N1C=[N+](C=C1)CC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,293,0.0547,1408.0,0.41
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],308,0.014,1052.4,0.000529
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],333,0.0066,1005.8,0.002074
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],343,0.0047,997.4,0.002472
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],328,0.008,1010.0,0.001915
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],313,0.0145,1027.0,0.000956
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],293,0.0438,1042.8,0.000504
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],298,0.0339,1038.8,0.000603
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],303,0.0248,1034.9,0.000706
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],308,0.0186,1031.0,0.000843
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],323,0.0092,1019.2,0.001255
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],318,0.0114,1023.1,0.001095
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],328,0.0075,1015.2,0.001414
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],333,0.0062,1011.3,0.001612
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],338,0.0053,1007.4,0.001829
OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCC)(=O)[O-],343,0.0045,1003.5,0.002076
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],298,2.391,886.5,0.0026
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],303,1.602,883.4,0.0035
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],313,0.77,877.4,0.0066
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],308,1.067,880.4,0.0049
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],318,0.57,874.4,0.0087
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],338,0.0056,1001.6,0.002255
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],323,0.0099,1014.2,0.001734
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],298,0.0397,1035.5,0.000954
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],313,0.011,1048.2,0.000583
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],298,0.024,1060.9,0.000435
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],323,0.0073,1039.8,0.000786
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],328,0.0061,1035.6,0.000897
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],333,0.0051,1031.5,0.001008
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],338,0.0044,1027.3,0.001115
OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCC)(=O)[O-],343,0.0038,1023.1,0.001289
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],313,0.0103,1059.7,0.000438
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],293,0.0295,1077.5,0.000287
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],298,0.0219,1073.0,0.000308
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],303,0.0166,1068.6,0.000353
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],308,0.013,1064.1,0.000399
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],343,0.0037,1033.2,0.000884
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],318,0.0084,1055.2,0.000526
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],328,0.0058,1046.4,0.000645
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],333,0.0049,1042.0,0.000704
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],338,0.0042,1037.6,0.000788
OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CC)(=O)[O-],323,0.0069,1050.8,0.000584
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],318,0.0124,1018.5,0.001569
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],293,0.0496,1039.8,0.000831
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],303,0.0284,1031.2,0.001089
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],308,0.021,1027.0,0.001246
OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],OCC[NH2+]C1=CC=CC=C1.C(CCCCC)(=O)[O-],313,0.0159,1022.7,0.001411
CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,368,0.0106,1084.0,1.545
